IS_WORKDAY,O_DATA,O_HOUR,O_LINENO,O_MAXSTOP,O_ORDER,O_TERMINALNO,O_UP,O_WEATHER,O_WEEKDAY,after_stop,after_time,after_up,before_stop,before_time,before_up,predHour,predRelative,pred_end_stop_ID,pred_start_stop_ID,time_delta
True,10-27,19,622,50,30258,904560,1,0,5,17,14276.0,0,26,50245.0,1,19:00:00,50400.0,49,26,155.0
True,10-27,17,619,44,30266,904730,0,0,5,30,46802.0,0,11,43155.0,0,17:00:00,43200.0,29,11,45.0
True,10-27,19,653,40,30273,900180,0,0,5,16,54008.0,1,32,50341.0,0,19:00:00,50400.0,39,32,59.0
True,10-27,13,52,22,30282,901307,1,0,5,8,39602.0,1,15,28749.0,1,13:00:00,28800.0,20,15,51.0
True,10-27,7,857,39,30285,904044,0,0,5,24,10805.0,0,5,7025.0,0,7:00:00,7200.0,23,5,175.0
True,10-27,17,808,49,30286,900286,1,0,5,28,46810.0,1,7,43113.0,1,17:00:00,43200.0,27,7,87.0
True,10-27,9,632,45,30289,904192,0,0,5,32,18003.0,0,9,14330.0,0,9:00:00,14400.0,31,9,70.0
True,10-27,11,9,26,30297,904266,0,0,5,4,25201.0,1,26,18001.0,1,11:00:00,21600.0,25,2,3599.0
True,10-27,17,659,65,30303,905944,0,0,5,46,46807.0,0,31,43120.0,0,17:00:00,43200.0,45,31,80.0
True,10-27,15,573,35,30304,905018,1,0,5,29,39605.0,0,30,35974.0,1,15:00:00,36000.0,34,30,26.0
True,10-27,19,570,28,30307,901288,0,0,5,18,54000.0,0,8,49631.0,0,19:00:00,50400.0,17,8,769.0
True,10-27,7,657,47,30312,921125,0,0,5,9,10807.0,1,35,7111.0,0,7:00:00,7200.0,46,35,89.0
True,10-27,17,6002,30,30313,900328,1,0,5,29,46801.0,1,5,43160.0,1,17:00:00,43200.0,12,5,40.0
True,10-27,7,1,31,30315,901530,1,0,5,30,10801.0,1,15,7103.0,1,7:00:00,7200.0,29,15,97.0
True,10-27,7,185,31,30316,905675,0,0,5,2,10803.0,1,17,6991.0,0,7:00:00,7200.0,30,17,209.0
True,10-27,13,953,31,30327,904255,1,0,5,31,32401.0,1,20,28730.0,1,13:00:00,28800.0,30,20,70.0
True,10-27,19,866,39,30329,905581,0,0,5,12,54002.0,1,25,50198.0,0,19:00:00,50400.0,37,25,202.0
True,10-27,13,878,44,30352,905861,0,0,5,42,32407.0,0,35,28731.0,0,13:00:00,28800.0,41,35,69.0
True,10-27,7,657,47,30355,921139,0,0,5,33,10801.0,0,17,7194.0,0,7:00:00,7200.0,32,17,6.0
True,10-27,15,753,30,30357,901062,1,0,5,17,39609.0,0,14,35891.0,1,15:00:00,36000.0,29,14,109.0
True,10-27,7,692,23,30358,942172,0,0,5,23,10800.0,1,17,7148.0,0,7:00:00,7200.0,22,18,52.0
True,10-27,17,570,28,30362,904743,0,0,5,15,46805.0,0,6,43110.0,0,17:00:00,43200.0,14,6,90.0
True,10-27,9,686,62,30364,906001,1,0,5,62,18006.0,1,40,14267.0,1,9:00:00,14400.0,61,40,133.0
True,10-27,7,665,39,30369,906067,1,0,5,25,10805.0,1,10,7064.0,1,7:00:00,7200.0,24,10,136.0
True,10-27,7,813,25,30390,906637,1,0,5,24,10807.0,1,2,7149.0,1,7:00:00,7200.0,23,2,51.0
True,10-27,17,619,44,30396,904709,1,0,5,39,46806.0,1,22,43081.0,1,17:00:00,43200.0,31,22,119.0
True,10-27,19,606,41,30407,900506,0,0,5,41,54007.0,0,14,50105.0,0,19:00:00,50400.0,40,14,295.0
True,10-27,11,696,16,30412,900121,1,0,5,15,25204.0,1,6,21523.0,1,11:00:00,21600.0,14,6,77.0
True,10-27,11,607,43,30422,906339,0,0,5,43,25209.0,0,33,21526.0,0,11:00:00,21600.0,42,33,74.0
True,10-27,19,952,35,30425,900774,0,0,5,35,54004.0,0,18,50393.0,0,19:00:00,50400.0,33,18,7.0
True,10-27,17,954,42,30427,907433,0,0,5,31,46808.0,0,9,43196.0,0,17:00:00,43200.0,30,9,4.0
True,10-27,21,641,44,30431,902654,0,0,5,9,43196.0,0,24,57406.0,0,21:00:00,57600.0,43,25,194.0
True,10-27,13,903,34,30432,906221,0,0,5,10,32406.0,1,19,28694.0,0,13:00:00,28800.0,31,19,106.0
True,10-27,9,462,24,30438,901882,1,0,5,12,18007.0,1,5,13157.0,1,9:00:00,14400.0,11,5,1243.0
True,10-27,17,452,27,30439,904075,1,0,5,5,13157.0,1,3,43181.0,1,17:00:00,43200.0,25,3,19.0
True,10-27,17,836,36,30445,905208,1,0,5,25,46808.0,1,3,43088.0,1,17:00:00,43200.0,24,4,112.0
True,10-27,17,602,45,30448,901772,1,0,5,19,46801.0,0,37,43072.0,1,17:00:00,43200.0,46,37,128.0
True,10-27,13,859,62,30454,900448,1,0,5,51,32400.0,1,17,28701.0,1,13:00:00,28800.0,44,17,99.0
True,10-27,19,97,24,30459,921461,0,0,5,11,54007.0,1,14,50381.0,0,19:00:00,50400.0,23,14,19.0
True,10-27,21,858,38,30461,906057,1,0,5,14,50381.0,0,16,57488.0,1,21:00:00,57600.0,36,16,112.0
True,10-27,11,605,48,30465,901275,0,0,5,48,25209.0,0,25,21543.0,0,11:00:00,21600.0,47,25,57.0
True,10-27,17,859,60,30466,900441,0,0,5,13,46804.0,1,52,43183.0,0,17:00:00,43200.0,61,52,17.0
True,10-27,17,610,36,30476,906381,0,0,5,36,46803.0,0,13,43075.0,0,17:00:00,43200.0,30,13,125.0
True,10-27,21,50,18,30493,932551,0,0,5,13,43075.0,0,12,57573.0,0,21:00:00,57600.0,17,12,27.0
True,10-27,21,847,48,30495,906745,0,0,5,12,57573.0,0,9,57520.0,0,21:00:00,57600.0,38,9,80.0
True,10-27,17,800,51,30507,922545,1,0,5,18,46808.0,0,37,43155.0,1,17:00:00,43200.0,50,37,45.0
True,10-27,9,952,35,30509,900779,0,0,5,31,18007.0,0,11,14376.0,0,9:00:00,14400.0,30,11,24.0
True,10-27,9,818,42,30515,904455,0,0,5,37,18002.0,0,14,14116.0,0,9:00:00,14400.0,36,14,284.0
True,10-27,9,402,27,30518,900146,1,0,5,10,18005.0,0,17,14331.0,1,9:00:00,14400.0,26,17,69.0
True,10-27,13,220,23,30538,901345,1,0,5,23,32400.0,1,10,28699.0,1,13:00:00,28800.0,14,10,101.0
True,10-27,15,860,42,30554,901829,1,0,5,31,39609.0,1,7,35837.0,1,15:00:00,36000.0,30,7,163.0
True,10-27,9,641,44,30555,902628,1,0,5,7,18003.0,0,37,14227.0,1,9:00:00,14400.0,43,37,173.0
True,10-27,17,186,45,30557,906491,0,0,5,39,46801.0,0,17,43141.0,0,17:00:00,43200.0,38,17,59.0
True,10-27,17,695,22,30559,900104,0,0,5,10,46802.0,1,10,43119.0,0,17:00:00,43200.0,21,10,81.0
True,10-27,17,879,39,30560,903749,0,0,5,38,46806.0,0,14,43128.0,0,17:00:00,43200.0,21,14,72.0
True,10-27,13,866,39,30565,905582,0,0,5,10,32405.0,1,22,28779.0,0,13:00:00,28800.0,37,22,21.0
True,10-27,7,685,44,30579,902510,0,0,5,28,10809.0,0,9,7155.0,0,7:00:00,7200.0,27,9,45.0
True,10-27,17,632,45,30582,904193,0,0,5,8,46804.0,1,27,43057.0,0,17:00:00,43200.0,44,28,143.0
True,10-27,11,663,34,30583,900168,1,0,5,8,25202.0,0,4,21594.0,0,11:00:00,21600.0,30,19,6.0
True,10-27,15,878,44,30586,905858,0,0,5,13,39607.0,1,26,35920.0,0,15:00:00,36000.0,41,26,80.0
True,10-27,9,763,52,30587,932357,1,0,5,2,18005.0,0,17,14295.0,1,9:00:00,14400.0,52,18,105.0
True,10-27,9,7052,54,30604,903545,1,0,5,54,18002.0,1,30,14340.0,1,9:00:00,14400.0,53,30,60.0
True,10-27,15,571,23,30612,907384,0,0,5,18,39607.0,1,11,35841.0,0,15:00:00,36000.0,22,12,159.0
True,10-27,15,832,30,30614,903484,0,0,5,8,39601.0,1,15,35999.0,0,15:00:00,36000.0,28,15,1.0
True,10-27,17,656,38,30615,902343,0,0,5,36,46807.0,0,13,43150.0,0,17:00:00,43200.0,34,13,50.0
True,10-27,11,613,21,30618,904663,0,0,5,21,25209.0,1,14,21510.0,0,11:00:00,21600.0,20,14,90.0
True,10-27,9,55010,37,30628,904363,1,0,5,36,18007.0,1,23,14284.0,1,9:00:00,14400.0,35,23,116.0
True,10-27,11,961,37,30631,903070,0,0,5,37,25207.0,0,24,21389.0,0,11:00:00,21600.0,36,24,211.0
True,10-27,17,32,21,30632,902210,0,0,5,13,46806.0,1,9,43035.0,0,17:00:00,43200.0,20,9,165.0
True,10-27,17,571,23,30634,907388,0,0,5,18,46813.0,1,11,43131.0,0,17:00:00,43200.0,22,11,69.0
True,10-27,9,600,27,30642,905261,0,0,5,27,18004.0,0,19,14314.0,0,9:00:00,14400.0,26,19,86.0
True,10-27,11,855,47,30665,901384,1,0,5,27,25206.0,1,6,21448.0,1,11:00:00,21600.0,26,6,152.0
True,10-27,17,670,28,30669,901950,1,0,5,28,46801.0,1,9,43109.0,1,17:00:00,43200.0,27,9,91.0
True,10-27,19,161,61,30677,905185,1,0,5,9,43109.0,1,42,50349.0,1,19:00:00,50400.0,55,42,51.0
True,10-27,7,8,19,30679,906927,0,0,5,10,10809.0,1,7,7176.0,0,7:00:00,7200.0,16,7,24.0
True,10-27,7,827,21,30687,903590,1,0,5,18,10809.0,1,4,6986.0,1,7:00:00,7200.0,17,4,214.0
True,10-27,17,804,26,30688,911523,0,0,5,5,46804.0,1,18,43108.0,0,17:00:00,43200.0,23,18,92.0
True,10-27,11,840,36,30699,903116,1,0,5,28,25202.0,1,7,21467.0,1,11:00:00,21600.0,27,7,133.0
True,10-27,13,15,18,30706,901764,0,0,5,7,32402.0,1,8,28752.0,0,13:00:00,28800.0,17,8,48.0
True,10-27,7,600,27,30712,905369,0,0,5,24,10805.0,0,8,7175.0,0,7:00:00,7200.0,23,8,25.0
True,10-27,17,602,47,30717,901784,0,0,5,8,46803.0,1,31,43173.0,0,17:00:00,43200.0,44,31,27.0
True,10-27,9,879,39,30718,904351,0,0,5,30,18001.0,0,5,14069.0,0,9:00:00,14400.0,29,5,331.0
True,10-27,11,656,38,30720,904180,0,0,5,38,25203.0,0,31,21447.0,0,11:00:00,21600.0,37,31,153.0
True,10-27,15,652,85,30724,903938,0,0,5,51,39609.0,0,16,35945.0,0,15:00:00,36000.0,24,16,55.0
True,10-27,13,367,20,30734,901852,1,0,5,15,32405.0,0,6,28764.0,1,13:00:00,28800.0,19,6,36.0
True,10-27,9,20,33,30748,904652,0,0,5,16,18003.0,1,25,14391.0,0,9:00:00,14400.0,32,25,9.0
True,10-27,7,220,23,30755,907363,0,0,5,19,10800.0,1,9,7120.0,0,7:00:00,7200.0,22,9,80.0
True,10-27,11,220,23,30770,901351,1,0,5,23,25200.0,1,9,21580.0,1,11:00:00,21600.0,22,9,20.0
True,10-27,9,640,41,30776,903179,0,0,5,35,18009.0,0,10,14316.0,0,9:00:00,14400.0,34,10,84.0
True,10-27,19,47,52,30779,963853,0,0,5,52,54006.0,0,41,50299.0,0,19:00:00,50400.0,51,41,101.0
True,10-27,11,612,27,30780,905060,0,0,5,2,26936.0,0,16,21564.0,0,11:00:00,21600.0,25,16,36.0
True,10-27,19,702,23,30783,904790,0,0,5,23,54375.0,0,17,50127.0,0,19:00:00,50400.0,22,17,273.0
True,10-27,9,168,61,30790,901996,0,0,5,61,18006.0,0,50,14218.0,0,9:00:00,14400.0,60,50,182.0
True,10-27,19,20,33,30793,921656,1,0,5,28,54002.0,0,25,50313.0,1,19:00:00,50400.0,31,26,87.0
True,10-27,15,868,37,30795,900848,0,0,5,29,39603.0,0,7,35901.0,0,15:00:00,36000.0,28,7,99.0
True,10-27,11,851,31,30801,903517,1,0,5,10,25209.0,0,21,21388.0,1,11:00:00,21600.0,30,21,212.0
True,10-27,15,868,37,30807,900855,1,0,5,25,39609.0,1,3,35901.0,1,15:00:00,36000.0,24,3,99.0
True,10-27,7,308,21,30811,902533,1,0,5,21,10802.0,1,7,7120.0,1,7:00:00,7200.0,20,8,80.0
True,10-27,9,604,22,30814,905136,0,0,5,19,18003.0,1,12,14362.0,0,9:00:00,14400.0,21,12,38.0
True,10-27,19,878,44,30819,905867,0,0,5,10,54008.0,1,30,50385.0,0,19:00:00,50400.0,41,30,15.0
True,10-27,13,868,37,30826,900836,1,0,5,37,32401.0,1,18,28639.0,1,13:00:00,28800.0,36,18,161.0
True,10-27,11,643,32,30831,963806,0,0,5,31,25205.0,0,12,21544.0,0,11:00:00,21600.0,30,12,56.0
True,10-27,19,907,34,30835,905522,0,0,5,34,54000.0,0,15,50353.0,0,19:00:00,50400.0,33,15,47.0
True,10-27,13,700,38,30852,902699,0,0,5,38,32404.0,0,20,28787.0,0,13:00:00,28800.0,37,20,13.0
True,10-27,13,631,45,30866,902896,1,0,5,45,32400.0,1,15,28769.0,1,13:00:00,28800.0,44,15,31.0
True,10-27,17,672,39,30875,902493,0,0,5,15,28769.0,1,23,43182.0,0,17:00:00,43200.0,38,23,18.0
True,10-27,17,868,37,30883,906241,0,0,5,11,46809.0,1,26,42946.0,0,17:00:00,43200.0,35,26,254.0
True,10-27,7,697,32,30885,906696,1,0,5,14,10809.0,0,24,6968.0,1,7:00:00,7200.0,30,24,232.0
True,10-27,9,7052,54,30887,903548,1,0,5,12,18004.0,0,47,14291.0,1,9:00:00,14400.0,53,47,109.0
True,10-27,15,643,32,30889,963805,1,0,5,16,39608.0,0,23,35951.0,1,15:00:00,36000.0,31,23,49.0
True,10-27,15,48,49,30898,906233,0,0,5,26,39601.0,0,4,35929.0,0,15:00:00,36000.0,25,4,71.0
True,10-27,11,462,24,30901,901887,1,0,5,13,25207.0,1,5,21186.0,1,11:00:00,21600.0,12,5,414.0
True,10-27,7,912,36,30906,907271,0,0,5,36,10800.0,0,19,7194.0,0,7:00:00,7200.0,35,19,6.0
True,10-27,9,804,26,30911,911533,0,0,5,21,18004.0,0,3,14093.0,0,9:00:00,14400.0,20,3,307.0
True,10-27,15,588,42,30915,904492,1,0,5,42,39606.0,1,37,35917.0,1,15:00:00,36000.0,41,37,83.0
True,10-27,19,868,37,30916,900834,1,0,5,27,54000.0,1,2,50369.0,1,19:00:00,50400.0,26,2,31.0
True,10-27,9,681,36,30917,907253,1,0,5,8,18007.0,0,28,13968.0,1,9:00:00,14400.0,34,28,432.0
True,10-27,17,157,26,30938,932303,0,0,5,15,46805.0,1,19,42993.0,0,17:00:00,43200.0,25,19,207.0
True,10-27,7,850,39,30942,906809,1,0,5,3,10801.0,0,20,7084.0,1,7:00:00,7200.0,38,20,116.0
True,10-27,17,22,30,30945,912215,0,0,5,26,46802.0,0,6,43101.0,0,17:00:00,43200.0,25,6,99.0
True,10-27,15,703,30,30948,905046,1,0,5,30,39601.0,1,12,35966.0,1,15:00:00,36000.0,29,12,34.0
True,10-27,15,737,18,30959,903806,1,0,5,2,39601.0,0,9,35990.0,1,15:00:00,36000.0,17,9,10.0
True,10-27,11,619,44,30969,904723,0,0,5,13,25201.0,1,34,21556.0,0,11:00:00,21600.0,43,35,44.0
True,10-27,9,175,30,30976,902477,1,0,5,11,18001.0,0,19,14257.0,1,9:00:00,14400.0,29,19,143.0
True,10-27,7,660,34,30977,942266,0,0,5,3,10800.0,1,17,7145.0,0,7:00:00,7200.0,33,17,55.0
True,10-27,15,836,36,30981,905205,0,0,5,30,39602.0,0,35,33155.0,1,15:00:00,36000.0,29,2,2845.0
True,10-27,17,808,49,30986,900262,1,0,5,49,46800.0,1,22,43111.0,1,17:00:00,43200.0,48,22,89.0
True,10-27,17,161,61,30990,905188,1,0,5,32,46800.0,1,9,42947.0,1,17:00:00,43200.0,30,9,253.0
True,10-27,9,458,32,30993,905437,0,0,5,32,18007.0,0,14,14367.0,0,9:00:00,14400.0,29,14,33.0
True,10-27,11,849,42,30996,903230,0,0,5,42,25201.0,0,13,21555.0,0,11:00:00,21600.0,41,13,45.0
True,10-27,11,878,44,30997,905856,0,0,5,4,25203.0,1,23,21520.0,0,11:00:00,21600.0,41,23,80.0
True,10-27,15,665,40,31009,906087,1,0,5,32,39602.0,1,7,35860.0,1,15:00:00,36000.0,31,7,140.0
True,10-27,17,951,30,31010,903244,0,0,5,28,46803.0,0,3,43071.0,0,17:00:00,43200.0,27,4,129.0
True,10-27,7,911,34,31011,907292,0,0,5,9,10800.0,1,24,7056.0,0,7:00:00,7200.0,32,24,144.0
True,10-27,11,842,29,31018,912256,0,0,5,28,25205.0,0,4,21551.0,0,11:00:00,21600.0,27,4,49.0
True,10-27,15,952,35,31042,906248,1,0,5,34,39602.0,1,15,35930.0,1,15:00:00,36000.0,33,15,70.0
True,10-27,17,753,30,31044,901069,0,0,5,16,46800.0,1,23,43167.0,0,17:00:00,43200.0,29,23,33.0
True,10-27,19,824,42,31045,907218,0,0,5,41,54002.0,0,13,50352.0,0,19:00:00,50400.0,22,13,48.0
True,10-27,11,859,62,31051,900451,1,0,5,60,25207.0,1,38,21553.0,1,11:00:00,21600.0,59,38,47.0
True,10-27,17,30,24,31055,905295,1,0,5,8,46809.0,0,7,43151.0,1,17:00:00,43200.0,22,7,49.0
True,10-27,11,606,41,31059,900500,1,0,5,32,25201.0,1,3,21586.0,1,11:00:00,21600.0,31,3,14.0
True,10-27,19,760,28,31062,900993,1,0,5,3,21586.0,1,9,50132.0,1,19:00:00,50400.0,26,9,268.0
True,10-27,17,6012,40,31065,902589,1,0,5,40,46804.0,1,19,43107.0,1,17:00:00,43200.0,39,19,93.0
True,10-27,17,732,16,31069,900539,1,0,5,2,46803.0,1,11,43102.0,1,17:00:00,43200.0,15,11,98.0
True,10-27,15,685,44,31077,902514,1,0,5,6,39606.0,0,31,35865.0,1,15:00:00,36000.0,42,31,135.0
True,10-27,17,857,39,31080,904034,0,0,5,30,46802.0,0,9,43072.0,0,17:00:00,43200.0,28,9,128.0
True,10-27,17,653,40,31085,900190,0,0,5,39,46801.0,0,15,43013.0,0,17:00:00,43200.0,38,15,187.0
True,10-27,9,343,15,31092,901725,1,0,5,5,18001.0,1,8,14261.0,1,9:00:00,14400.0,13,8,139.0
True,10-27,21,735,25,31093,900555,0,0,5,8,14261.0,1,17,57478.0,0,21:00:00,57600.0,24,18,122.0
True,10-27,21,916,24,31102,905492,1,0,5,17,57478.0,0,11,57528.0,1,21:00:00,57600.0,22,11,72.0
True,10-27,11,735,25,31103,900556,0,0,5,14,25206.0,0,18,21489.0,0,11:00:00,21600.0,24,18,111.0
True,10-27,9,570,28,31106,901217,0,0,5,14,18005.0,0,5,14208.0,0,9:00:00,14400.0,13,5,192.0
True,10-27,9,746,14,31109,905258,0,0,5,14,18005.0,0,5,14345.0,0,9:00:00,14400.0,13,5,55.0
True,10-27,11,847,48,31112,906734,0,0,5,48,25208.0,0,29,21520.0,0,11:00:00,21600.0,47,29,80.0
True,10-27,21,324,20,31115,901990,0,0,5,29,21520.0,0,5,57573.0,0,21:00:00,57600.0,19,5,27.0
True,10-27,15,671,41,31119,911554,1,0,5,2,39601.0,0,19,35927.0,1,15:00:00,36000.0,40,19,73.0
True,10-27,11,845,21,31123,907300,0,0,5,21,25209.0,0,9,21495.0,0,11:00:00,21600.0,20,9,105.0
True,10-27,7,867,36,31133,900361,0,0,5,27,10808.0,0,9,7048.0,0,7:00:00,7200.0,26,9,152.0
True,10-27,7,31,22,31157,901805,1,0,5,6,10809.0,0,2,7198.0,1,7:00:00,7200.0,21,2,2.0
True,10-27,17,4011,29,31174,902223,1,0,5,6,46800.0,0,12,43163.0,1,17:00:00,43200.0,28,12,37.0
True,10-27,17,628,53,31175,902281,0,0,5,35,46806.0,0,16,43125.0,0,17:00:00,43200.0,33,16,75.0
True,10-27,21,6012,40,31178,902580,0,0,5,16,43125.0,0,9,57556.0,0,21:00:00,57600.0,37,9,44.0
True,10-27,17,656,38,31181,942327,0,0,5,38,46801.0,0,29,43109.0,0,17:00:00,43200.0,37,30,91.0
True,10-27,19,6011,36,31200,904515,0,0,5,35,54000.0,0,15,50370.0,0,19:00:00,50400.0,34,15,30.0
True,10-27,21,803,34,31203,906618,1,0,5,15,50370.0,0,15,57527.0,1,21:00:00,57600.0,33,15,73.0
True,10-27,17,700,38,31213,902685,0,0,5,7,46801.0,1,32,43099.0,0,17:00:00,43200.0,37,32,101.0
True,10-27,11,851,31,31221,903514,1,0,5,18,25208.0,0,26,21290.0,1,11:00:00,21600.0,30,26,310.0
True,10-27,7,963,36,31231,903522,0,0,5,19,10805.0,0,36,6838.0,1,7:00:00,7200.0,18,2,362.0
True,10-27,15,681,36,31235,907282,1,0,5,36,39600.0,1,18,35935.0,1,15:00:00,36000.0,34,18,65.0
True,10-27,9,6002,30,31238,900325,1,0,5,30,18003.0,1,20,14375.0,1,9:00:00,14400.0,29,20,25.0
True,10-27,15,912,36,31239,907342,1,0,5,3,39602.0,0,21,35883.0,1,15:00:00,36000.0,35,21,117.0
True,10-27,17,672,39,31242,902499,1,0,5,10,46800.0,0,26,43145.0,1,17:00:00,43200.0,37,26,55.0
True,10-27,13,623,32,31248,904590,0,0,5,31,32403.0,0,17,28637.0,0,13:00:00,28800.0,30,18,163.0
True,10-27,17,641,44,31253,902636,0,0,5,44,46808.0,0,35,43150.0,0,17:00:00,43200.0,43,36,50.0
True,10-27,11,868,37,31267,900840,1,0,5,13,25209.0,0,28,21585.0,1,11:00:00,21600.0,36,28,15.0
True,10-27,17,911,34,31270,902456,0,0,5,28,21585.0,1,24,43165.0,0,17:00:00,43200.0,32,24,35.0
True,10-27,17,621,43,31273,902984,0,0,5,43,46809.0,0,27,43108.0,0,17:00:00,43200.0,42,27,92.0
True,10-27,17,961,37,31275,903074,1,0,5,29,46800.0,1,8,43198.0,1,17:00:00,43200.0,28,8,2.0
True,10-27,11,602,47,31286,901768,1,0,5,11,25200.0,0,22,21539.0,1,11:00:00,21600.0,46,22,61.0
True,10-27,17,818,42,31287,904457,1,0,5,31,46845.0,1,9,42994.0,1,17:00:00,43200.0,30,9,206.0
True,10-27,21,668,42,31288,902934,1,0,5,9,42994.0,1,19,57507.0,1,21:00:00,57600.0,41,19,93.0
True,10-27,13,203,24,31291,905790,0,0,5,3,32402.0,0,17,28780.0,0,13:00:00,28800.0,23,17,20.0
True,10-27,13,634,35,31292,912241,0,0,5,35,42848.0,0,13,28721.0,0,13:00:00,28800.0,34,13,79.0
True,10-27,19,737,18,31296,902062,1,0,5,2,54003.0,0,6,50383.0,1,19:00:00,50400.0,17,6,17.0
True,10-27,21,906,40,31297,906786,1,0,5,6,50383.0,1,29,57571.0,1,21:00:00,57600.0,39,29,29.0
True,10-27,21,879,39,31299,904346,1,0,5,29,57571.0,1,24,57575.0,1,21:00:00,57600.0,38,24,25.0
True,10-27,9,686,62,31311,906000,1,0,5,10,18008.0,0,54,14395.0,1,9:00:00,14400.0,61,54,5.0
True,10-27,11,4013,29,31314,907247,0,0,5,11,25200.0,1,23,21598.0,0,11:00:00,21600.0,28,23,2.0
True,10-27,7,954,42,31318,907443,1,0,5,19,10803.0,0,31,7072.0,1,7:00:00,7200.0,41,31,128.0
True,10-27,19,605,48,31323,901286,1,0,5,37,54006.0,1,23,50374.0,1,19:00:00,50400.0,36,23,26.0
True,10-27,15,653,40,31328,904441,0,0,5,40,39607.0,0,22,35956.0,0,15:00:00,36000.0,39,22,44.0
True,10-27,11,901,38,31335,902861,0,0,5,26,25200.0,0,5,21489.0,0,11:00:00,21600.0,24,5,111.0
True,10-27,9,672,39,31345,902483,1,0,5,24,18001.0,0,31,14290.0,1,9:00:00,14400.0,37,31,110.0
True,10-27,19,803,34,31352,906592,0,0,5,34,54002.0,0,13,50311.0,0,19:00:00,50400.0,33,13,89.0
True,10-27,9,536,39,31354,901561,0,0,5,39,18005.0,0,23,14344.0,0,9:00:00,14400.0,38,24,56.0
True,10-27,15,865,33,31359,907352,0,0,5,22,39608.0,0,2,35974.0,0,15:00:00,36000.0,21,2,26.0
True,10-27,9,803,34,31360,906593,0,0,5,11,18005.0,1,20,14125.0,0,9:00:00,14400.0,33,21,275.0
True,10-27,9,203,24,31386,905783,1,0,5,11,18005.0,1,14,14149.0,1,9:00:00,14400.0,23,14,251.0
True,10-27,13,681,36,31391,907256,1,0,5,36,32401.0,1,29,28681.0,1,13:00:00,28800.0,34,29,119.0
True,10-27,17,95,23,31415,921443,0,0,5,23,49339.0,0,7,43139.0,0,17:00:00,43200.0,22,7,61.0
True,10-27,9,675,40,31417,905237,0,0,5,36,18001.0,0,13,14002.0,0,9:00:00,14400.0,35,13,398.0
True,10-27,19,908,48,31420,900909,1,0,5,42,54000.0,1,7,50343.0,1,19:00:00,50400.0,41,7,57.0
True,10-27,9,857,39,31425,906472,1,0,5,10,18007.0,0,24,14164.0,1,9:00:00,14400.0,37,24,236.0
True,10-27,11,652,85,31431,903907,1,0,5,85,25200.0,1,80,21540.0,1,11:00:00,21600.0,84,80,60.0
True,10-27,11,832,29,31432,903487,1,0,5,2,25202.0,0,8,21435.0,1,11:00:00,21600.0,29,8,165.0
True,10-27,17,47,53,31437,963862,0,0,5,52,46808.0,0,38,43096.0,0,17:00:00,43200.0,51,38,104.0
True,10-27,9,804,26,31446,911515,0,0,5,21,18006.0,0,5,14291.0,0,9:00:00,14400.0,20,5,109.0
True,10-27,17,707,25,31465,905912,1,0,5,16,46801.0,0,10,43041.0,1,17:00:00,43200.0,17,10,159.0
True,10-27,13,856,42,31474,906657,1,0,5,33,32403.0,1,8,28788.0,1,13:00:00,28800.0,32,8,12.0
True,10-27,19,47,52,31499,963834,0,0,5,8,28788.0,1,37,50376.0,0,19:00:00,50400.0,51,37,24.0
True,10-27,13,732,16,31509,900539,1,0,5,2,32400.0,1,11,28769.0,1,13:00:00,28800.0,15,11,31.0
True,10-27,13,22,30,31511,912209,1,0,5,30,32400.0,1,6,28747.0,1,13:00:00,28800.0,29,6,53.0
True,10-27,9,608,49,31519,903874,1,0,5,39,18002.0,1,11,14350.0,1,9:00:00,14400.0,38,11,50.0
True,10-27,7,660,34,31522,905284,0,0,5,5,10804.0,1,19,6864.0,0,7:00:00,7200.0,33,19,336.0
True,10-27,11,462,24,31527,904749,1,0,5,24,25204.0,1,12,21524.0,1,11:00:00,21600.0,23,12,76.0
True,10-27,11,6002,30,31531,900345,0,0,5,29,25203.0,0,10,21586.0,0,11:00:00,21600.0,28,10,14.0
True,10-27,9,836,35,31535,905206,0,0,5,11,18005.0,1,27,14341.0,0,9:00:00,14400.0,35,28,59.0
True,10-27,13,868,37,31537,900848,1,0,5,29,32405.0,1,7,28745.0,1,13:00:00,28800.0,27,7,55.0
True,10-27,9,652,85,31550,903885,1,0,5,85,18009.0,1,56,14308.0,1,9:00:00,14400.0,84,56,92.0
True,10-27,9,851,31,31559,903514,0,0,5,28,18006.0,0,13,14370.0,0,9:00:00,14400.0,27,13,30.0
True,10-27,17,327,14,31572,905198,1,0,5,2,46803.0,1,9,43191.0,1,17:00:00,43200.0,13,9,9.0
True,10-27,13,646,37,31574,906960,0,0,5,35,32400.0,0,2,27635.0,0,13:00:00,28800.0,34,2,1165.0
True,10-27,7,912,37,31575,907334,1,0,5,16,10807.0,1,10,6878.0,1,7:00:00,7200.0,15,10,322.0
True,10-27,11,4205,33,31589,904940,0,0,5,33,25201.0,0,25,21560.0,0,11:00:00,21600.0,32,25,40.0
True,10-27,7,652,85,31595,903905,0,0,5,72,10803.0,0,42,7094.0,0,7:00:00,7200.0,71,42,106.0
True,10-27,11,133,37,31597,905301,1,0,5,36,25209.0,1,26,21555.0,1,11:00:00,21600.0,35,26,45.0
