O_DATA,O_LINENO,O_TERMINALNO,predHour,pred_start_stop_ID,pred_end_stop_ID,pred_timeStamps
10-26,810,904768,19:00:00,4,21,46;142;232;456;609;738;929;1004;1062;1220;1285;1366;1601;1668;1834;1939;2037;2222
10-27,847,906732,17:00:00,7,24,88;190;328;428;556;658;739;843;1018;1203;1317;1461;1618;1834;1929;2027;2151;2395
10-30,857,906469,12:00:00,29,37,72;180;295;422;528;631;741;851;940
10-31,907,905536,12:00:00,11,32,86;267;370;573;736;815;884;1102;1196;1286;1372;1523;1737;1845;1913;1992;2146;2184;2331;2456;2567;2726
10-26,685,902529,7:00:00,5,19,67;182;299;446;561;689;895;1169;1421;1631;1915;2100;2210;2377;2508
10-30,665,906150,10:00:00,4,36,0;91;174;256;309;434;535;623;690;773;866;950;1058;1168;1245;1354;1490;1574;1822;1928;2038;2271;2362;2601;2761;2917;3073;3175;3270;3354;3513;3651;3747
10-29,746,905367,8:00:00,9,13,129;277;477;715;820
10-27,871,902818,7:00:00,12,26,129;225;409;782;1056;1249;1583;1771;1887;2024;2284;2380;2471;2617;2784
10-25,186,903656,15:00:00,20,44,102;210;304;372;427;593;676;764;834;981;1053;1163;1361;1455;1550;1623;1721;1989;2130;2303;2464;2689;2941;3061;3433
10-27,867,900348,21:00:00,21,35,50;199;318;378;450;583;724;914;1036;1162;1302;1483;1594;1750;1844
10-30,32,941332,18:00:00,2,20,39;140;252;407;514;588;761;967;1050;1154;1319;1404;1539;1725;1921;2077;2196;2272;2324
10-28,668,902904,22:00:00,20,41,42;193;298;333;388;554;641;724;809;1137;1183;1224;1284;1375;1444;1490;1582;1675;1736;1884;1940;1989
10-30,836,905208,10:00:00,26,34,49;270;414;542;647;790;950;1070;1183
10-27,656,902345,9:00:00,19,37,0;89;211;376;468;675;830;954;1174;1396;1475;1627;1816;1986;2104;2265;2357;2475;2612
10-26,847,906750,17:00:00,9,30,69;165;300;402;515;644;745;864;947;1085;1271;1490;1600;1745;1930;2151;2337;2479;2743;2844;2969;3179
10-29,725,902040,18:00:00,9,20,57;265;357;443;686;925;1161;1262;1363;1463;1611;1729
10-27,606,900488,9:00:00,23,39,33;119;322;487;713;939;1090;1212;1415;1660;1813;1936;2071;2233;2419;2570;2647
10-30,652,903897,18:00:00,8,29,55;227;423;938;1041;1200;1352;1569;1697;1827;1990;2140;2312;2390;2458;2555;2623;2718;2840;2977;3065;3152
10-27,6012,902569,11:00:00,5,27,80;187;255;442;532;612;703;824;991;1286;1360;1561;1747;1838;1951;2191;2348;2477;2670;2783;2911;3092;3359
10-29,623,904596,16:00:00,20,30,102;336;404;493;590;660;783;873;953;1027;1108
10-27,595,903995,17:00:00,10,18,29;182;326;405;489;697;879;965;1132
10-27,827,903591,17:00:00,14,20,42;156;304;442;663;844;1190
10-26,30,942294,15:00:00,16,23,67;280;342;501;680;840;1069;1291
10-29,1,902748,22:00:00,16,30,44;98;149;274;407;455;502;576;705;747;787;872;926;969;1020
10-28,702,904771,10:00:00,15,22,56;137;430;524;615;661;805;904
10-27,97,902619,15:00:00,3,21,101;499;608;758;918;1134;1269;1386;1578;1704;1899;1986;2083;2163;2251;2342;2479;2564;2636
10-26,852,902675,17:00:00,18,34,113;240;301;551;747;849;1019;1115;1207;1424;1553;1690;1997;2111;2220;2315;2472
10-28,641,904353,12:00:00,7,28,10;149;234;338;471;573;874;991;1109;1443;1614;1760;1957;2072;2188;2324;2411;2582;2676;2810;2945;3078
10-30,620,901297,20:00:00,6,28,58;164;283;367;479;555;640;734;822;915;982;1051;1144;1190;1253;1355;1412;1499;1576;1607;1669;1742;1777
10-28,840,903097,8:00:00,16,35,84;254;397;500;645;734;833;974;1146;1265;1352;1459;1568;1651;1743;1835;1937;2060;2137;2252
10-30,698,902375,12:00:00,36,42,33;141;356;442;531;638;728
10-30,676,904693,14:00:00,39,49,61;121;253;334;448;517;591;672;740;823;860
10-30,622,906894,12:00:00,33,49,13;168;375;641;749;815;863;949;1042;1114;1168;1231;1396;1480;1523;1591;1639
10-25,871,906838,13:00:00,23,39,160;225;341;478;604;681;795;840;932;1013;1140;1205;1263;1457;1589;1632;1676
10-28,800,922541,14:00:00,39,49,117;198;289;359;473;678;851;1038;1238;1340;1487
10-30,832,903491,12:00:00,7,12,124;213;292;394;446;548
10-31,663,900171,10:00:00,16,33,122;213;351;429;493;569;651;742;877;986;1232;1375;1510;1643;1773;1819;1892;2093
10-27,675,905225,21:00:00,27,39,3;116;301;480;541;595;679;793;909;1014;1110;1160;1282
10-25,806,906517,21:00:00,28,34,39;235;299;438;650;702;809
10-30,679,906447,10:00:00,16,34,30;130;288;400;601;799;912;972;1083;1191;1273;1338;1439;1617;1832;1912;2000;2092;2169
10-31,536,901599,16:00:00,33,38,0;94;185;229;280;355
10-26,836,904160,9:00:00,25,35,19;106;217;323;432;573;718;816;930;1169;1309
10-31,857,904024,20:00:00,6,36,54;179;271;349;419;526;609;724;786;845;925;1060;1156;1315;1393;1528;1642;1725;1917;1986;2158;2310;2541;2662;2764;2874;2997;3099;3197;3299;3401
10-31,37,912329,16:00:00,16,32,46;227;401;553;784;958;1077;1129;1222;1429;1535;1606;1769;1862;2044;2184;2318
10-26,4592,905405,7:00:00,36,44,46;250;546;618;684;779;906;981;1090
10-28,665,906072,22:00:00,19,38,57;151;198;408;484;562;753;809;1009;1129;1251;1374;1444;1507;1555;1681;1784;1856;1928;1976
10-31,760,901900,12:00:00,19,25,0;62;146;349;495;589;742
10-25,593,906727,7:00:00,21,25,45;161;262;435;523
10-31,6001,900304,8:00:00,16,21,93;247;385;499;641;728
10-26,878,905497,11:00:00,32,41,56;163;437;542;668;799;895;971;1063;1123
10-25,872,902309,21:00:00,42,46,54;134;178;347;406
10-25,47,904340,17:00:00,24,40,102;402;521;659;802;1029;1183;1449;1592;1812;1955;2126;2353;2454;2630;2850;3036
10-28,665,906077,16:00:00,14,38,64;254;372;490;597;949;1021;1114;1356;1437;1521;1623;1684;1807;1874;1921;2007;2081;2193;2253;2322;2383;2457;2520;2561
10-27,865,900667,21:00:00,13,32,47;118;259;387;542;736;778;820;942;1033;1190;1346;1408;1531;1726;1816;1934;2061;2265;2304
10-27,857,904036,19:00:00,26,36,42;210;457;585;695;812;942;1051;1158;1269;1380
10-28,698,902366,16:00:00,6,30,127;342;483;604;903;969;1119;1259;1372;1439;1542;1634;1750;1872;2116;2202;2299;2353;2426;2481;2580;2653;2715;2853;2948
10-29,679,906451,18:00:00,31,35,47;131;346;427;478
10-26,903,906223,13:00:00,11,33,81;184;279;363;542;664;830;930;1052;1150;1310;1414;1493;1627;1766;1900;2037;2109;2165;2353;2470;2544;2628
10-31,867,900369,16:00:00,25,32,134;312;451;697;778;859;947;1107
10-26,903,906216,17:00:00,14,31,42;243;416;556;642;826;956;1188;1391;1518;1668;1788;1967;2163;2243;2337;2449;2712
10-30,842,900978,16:00:00,18,25,90;330;435;535;718;883;978;1060
10-28,856,906683,14:00:00,7,28,10;133;212;299;429;513;658;863;999;1192;1385;1483;1697;1932;2179;2408;2543;2850;2997;3148;3266;3368
10-30,878,905866,10:00:00,8,31,97;241;464;581;748;823;894;996;1162;1281;1355;1493;1745;1846;1922;2119;2298;2515;2737;2878;2978;3130;3349;3554
10-31,627,900477,20:00:00,26,47,33;100;151;208;254;313;475;526;611;663;715;759;789;909;973;1065;1188;1250;1294;1420;1453;1556
10-29,952,900779,8:00:00,8,32,68;160;258;367;493;606;854;1007;1185;1456;1535;1600;1686;1844;1929;2120;2222;2357;2513;2668;2848;2974;3071;3460;3574
10-25,600,912350,9:00:00,14,26,120;274;404;738;1003;1166;1317;1502;1600;1825;2031;2124;2206
10-29,610,906387,12:00:00,9,32,71;244;336;403;559;712;830;1026;1168;1260;1393;1558;1675;1851;2028;2298;2411;2492;2670;2765;2847;3043;3131;3244
10-27,593,906681,7:00:00,7,25,56;127;250;380;458;537;720;798;868;973;1134;1226;1312;1390;1476;1592;1694;1869;1960
10-25,312,907193,9:00:00,7,21,57;118;171;245;312;378;453;537;644;698;755;821;898;965;1057
10-29,12,901798,14:00:00,25,30,8;134;407;574;643;733
10-29,572,903038,16:00:00,17,24,56;132;186;243;333;427;498;629
10-27,163,931280,17:00:00,7,12,40;122;211;452;617;819
10-29,660,942266,18:00:00,17,33,0;84;169;256;329;400;483;570;662;763;828;902;1047;1136;1201;1280;1342
10-31,462,901227,8:00:00,6,17,75;235;370;525;697;832;1054;1222;1601;1739;2790;3013
10-28,963,903529,14:00:00,24,35,29;183;375;521;612;724;971;1112;1179;1235;1341;1426
10-29,226,905798,10:00:00,19,27,71;164;264;349;405;473;567;618;771
10-26,871,906825,19:00:00,22,40,95;224;397;530;713;855;1142;1436;1516;1673;1839;1975;2095;2224;2372;2511;2599;2727;2821
10-29,652,903937,18:00:00,74,84,0;70;143;282;361;433;535;585;785;919;1047
10-28,535,901550,18:00:00,16,28,47;133;176;250;324;444;543;644;729;822;873;929;1016
10-28,954,907429,12:00:00,36,41,0;97;165;211;289;370
10-26,909,907319,7:00:00,16,32,78;154;232;341;749;932;1031;1351;1471;1524;1618;1731;1802;1875;1975;2078;2251
10-29,612,905063,16:00:00,21,25,105;481;653;835;1087
10-28,50,932545,12:00:00,4,16,82;372;446;665;754;855;1031;1247;1320;1437;1549;1672;1765
10-27,842,912257,9:00:00,7,25,40;232;414;508;641;885;1103;1271;1465;1636;1859;1949;2183;2282;2376;2552;2710;2799;2878
10-31,912,906843,14:00:00,31,35,45;461;543;614;703
10-26,861,905904,17:00:00,12,31,10;141;217;335;493;653;953;1046;1149;1267;1529;1704;1821;2044;2193;2367;2602;2747;2947;3023
10-30,92,921077,12:00:00,13,20,28;176;270;345;438;529;764;836
10-26,61102,906360,17:00:00,18,42,54;137;300;439;654;738;826;1000;1078;1160;1394;1495;1576;1670;1775;1869;1981;2118;2267;2424;2588;2747;2956;3151;3347
10-30,735,900556,20:00:00,17,24,42;114;180;314;407;532;599;735
10-31,4013,904582,8:00:00,18,28,52;161;308;445;603;703;848;1051;1151;1227;1395
10-28,688,905167,18:00:00,15,46,11;98;263;453;543;875;954;1018;1102;1178;1339;1463;1540;1680;1729;1796;1912;2015;2076;2149;2222;2320;2379;2546;2670;2757;2831;2953;3067;3128;3268;3335
10-31,847,906746,10:00:00,29,47,47;250;471;585;707;810;943;1102;1195;1264;1364;1487;1580;1686;1792;2018;2073;2159;2247
10-29,731,902141,16:00:00,33,38,28;119;174;374;438;506
10-27,908,900902,17:00:00,27,47,83;300;464;580;743;906;1008;1124;1281;1490;1657;1801;1912;2205;2370;2571;2736;2881;3045;3203;3312
10-31,310,902083,8:00:00,13,18,0;106;185;402;545;668
10-28,616,931255,10:00:00,13,33,8;80;251;347;535;637;860;944;1077;1166;1253;1312;1391;1483;1552;1607;1715;1830;1902;2011;2116
10-30,855,902388,20:00:00,19,45,33;112;255;385;524;611;819;869;960;1121;1330;1362;1552;1688;1830;2068;2172;2303;2398;2560;2713;2857;3035;3108;3179;3223;3347
10-27,608,903875,13:00:00,9,21,46;196;292;493;683;737;895;1193;1250;1318;1403;1599;1734
10-31,857,904028,10:00:00,29,37,77;187;302;430;537;640;751;862;954
10-25,30,942313,19:00:00,10,22,0;192;373;480;602;733;850;959;1084;1229;1296;1352;1469
10-27,641,902647,15:00:00,8,31,55;202;266;363;476;669;763;828;1026;1285;1434;1630;1728;1816;1913;2052;2283;2495;2648;2791;2988;3253;3434;3560
10-29,863,960169,8:00:00,17,35,25;87;205;302;538;694;775;952;1141;1229;1359;1462;1511;1628;1696;1806;1907;2000;2082
10-31,662,900648,18:00:00,25,41,0;119;203;343;448;520;635;731;845;1005;1096;1201;1348;1409;1508;1594;1666
10-25,622,904560,19:00:00,27,49,106;224;312;385;449;588;708;887;1123;1411;1530;1603;1662;1757;1859;1945;2014;2092;2277;2380;2445;2534;2599
10-25,6012,902585,17:00:00,18,33,35;175;447;646;815;1040;1186;1347;1559;1855;2014;2270;2440;2660;2764;2850
10-30,55010,902450,16:00:00,17,36,0;78;156;234;312;390;468;546;624;702;780;858;936;1014;1092;1170;1248;1326;1404;1482
10-30,8,906924,16:00:00,5,18,82;291;387;656;802;889;1181;1297;1534;1744;1871;1944;2025;2145
10-28,629,901577,12:00:00,37,52,48;205;270;314;411;465;528;701;825;930;1039;1142;1380;1488;1582;1706
10-27,668,900875,17:00:00,17,36,26;273;385;515;644;823;939;1064;1214;1316;1462;1616;1747;1865;1985;2104;2264;2371;2447;2658
10-30,688,905162,16:00:00,62,66,161;278;402;470;791
10-26,22,912213,7:00:00,2,23,0;122;228;491;648;789;1046;1154;1271;1470;1709;1822;1956;2045;2243;2405;2581;2712;2876;3007;3110;3191
10-25,842,912255,19:00:00,23,28,64;131;186;260;371;566
10-30,310,902083,8:00:00,10,18,40;107;180;348;454;533;750;893;1016
10-28,855,902356,18:00:00,32,46,18;102;209;267;374;497;634;696;783;879;919;980;1022;1070;1179
10-25,7052,903545,7:00:00,23,51,51;187;325;408;499;570;652;819;941;1167;1266;1418;1514;1738;1840;1959;2059;2158;2291;2445;2533;2637;2854;2959;3053;3154;3246;3347;3507
10-29,627,902417,14:00:00,29,47,0;55;117;289;340;452;519;583;645;694;834;920;1029;1171;1249;1309;1454;1499;1599
10-27,324,901989,9:00:00,10,19,29;147;352;434;491;553;613;679;753;842
10-27,607,906343,11:00:00,15,42,35;160;287;402;481;564;750;825;894;1099;1183;1258;1436;1513;1577;1725;1875;1992;2052;2170;2351;2472;2556;2693;2786;2850;3001;3128
10-31,679,906444,10:00:00,5,32,84;195;324;477;580;697;790;890;1033;1211;1317;1497;1600;1761;1877;2081;2282;2398;2461;2575;2687;2772;2840;2945;3126;3344;3428;3520
10-31,962,903130,12:00:00,2,27,95;202;285;371;456;590;690;834;908;985;1140;1290;1507;1671;1779;1978;2131;2252;2314;2511;2739;2837;2949;3084;3240;3609
10-27,531,904756,17:00:00,14,25,133;284;472;577;704;849;930;996;1125;1242;1329;1400
10-26,953,904270,19:00:00,24,28,52;138;284;544;690
10-25,901,902871,19:00:00,28,37,93;287;405;539;598;700;844;1076;1199;1281
10-26,37,912343,17:00:00,6,28,38;181;240;385;490;642;764;851;1026;1089;1233;1425;1613;1772;2017;2205;2339;2403;2509;2728;2846;2929;3106
10-27,856,906889,21:00:00,12,39,26;111;215;307;396;563;668;746;930;1077;1247;1464;1614;1863;1951;2145;2288;2381;2531;2630;2681;2790;2864;2964;3063;3153;3279;3401
10-27,803,906621,19:00:00,19,33,51;152;437;536;697;953;1348;1571;1675;1798;1843;1921;2110;2243;2314
10-26,668,902902,11:00:00,8,36,91;211;308;432;532;647;760;1021;1143;1248;1476;1568;1679;1791;1952;2050;2157;2291;2370;2497;2632;2747;2849;2954;3057;3201;3291;3350;3534
10-26,806,906521,19:00:00,23,34,139;230;405;539;618;724;929;1004;1169;1422;1480;1601
10-25,678,904381,7:00:00,18,33,90;240;413;601;778;997;1173;1428;1537;1770;1899;2011;2212;2527;2627;2784
10-31,655,906101,18:00:00,5,30,16;119;354;530;647;737;851;913;1013;1206;1343;1422;1497;1574;1694;1748;1852;1994;2133;2224;2319;2386;2500;2616;2707;2803
10-26,631,904143,9:00:00,25,44,90;226;384;509;696;829;1015;1104;1214;1289;1359;1488;1556;1656;1746;1878;1930;2010;2099;2161
10-26,703,904119,9:00:00,9,29,25;176;232;288;654;878;1018;1110;1171;1231;1311;1392;1450;1614;1731;1815;2050;2287;2368;2477;2618
10-26,662,900659,15:00:00,28,42,99;271;440;534;627;812;1102;1194;1300;1382;1440;1542;1627;1825;1895
10-27,872,902303,15:00:00,12,37,0;78;213;368;492;596;701;817;929;1043;1244;1466;1579;1804;1870;1997;2157;2383;2456;2588;2885;2990;3111;3178;3282;3371
10-30,462,901877,14:00:00,10,19,5;132;342;498;852;986;2030;2248;2954;3606
10-31,24,906915,16:00:00,2,9,50;257;413;522;582;754;844;1033
10-28,906,900887,8:00:00,28,39,66;158;258;389;462;551;709;814;1010;1172;1211;1288
10-26,878,901928,21:00:00,28,43,38;157;337;510;612;715;749;837;955;1055;1100;1178;1234;1295;1439;1505
10-31,615,905078,18:00:00,21,27,88;457;651;844;1034;1220;1414
10-26,829,900027,15:00:00,14,28,48;173;224;356;502;702;812;929;1116;1404;1474;1618;1692;1848;1928
10-26,4013,904582,17:00:00,21,28,49;209;309;452;661;765;849;1014
10-31,813,906628,20:00:00,15,24,0;132;186;264;374;485;631;674;813;924
10-27,462,901887,7:00:00,12,18,47;214;591;727;1778;1999;2709
10-28,660,905284,10:00:00,22,33,39;186;259;324;406;491;576;649;736;1019;1213;1385
10-26,621,902968,11:00:00,32,42,43;187;284;419;525;639;708;758;937;1025;1179
10-28,715,905882,10:00:00,6,24,51;137;253;396;515;851;950;1048;1392;1506;1605;1693;1870;2015;2167;2254;2348;2427;2521
10-28,185,905673,8:00:00,26,30,148;390;743;890;1295
10-27,203,905791,11:00:00,14,23,83;176;251;360;468;544;668;846;906;1038
10-30,849,902399,8:00:00,30,41,102;195;270;409;529;714;966;1084;1260;1461;1562;1720
10-29,866,905591,8:00:00,16,37,47;215;391;514;658;743;876;940;1034;1277;1410;1530;1627;1756;1900;2002;2092;2188;2314;2397;2556;2681
10-31,912,907330,16:00:00,21,35,110;229;553;709;779;940;1064;1236;1315;1414;1479;1567;1681;1771;1836
10-29,962,903143,12:00:00,2,28,0;126;234;342;446;599;720;885;981;1080;1257;1432;1677;1870;2009;2238;2419;2569;2660;2888;3146;3272;3411;3582;3758;4138;4254
10-26,22,912201,13:00:00,6,29,61;180;414;492;584;763;984;1079;1197;1267;1447;1591;1747;1859;1999;2107;2188;2249;2396;2639;2743;2835;2919;2962
10-29,668,902907,8:00:00,22,36,70;164;272;412;485;608;738;847;947;1046;1139;1275;1362;1419;1611
10-26,806,906530,11:00:00,28,34,28;244;331;513;793;856;987
10-28,9,904259,14:00:00,11,16,42;115;279;461;582;673
10-27,175,902472,17:00:00,21,29,95;200;355;503;637;767;884;1049;1299
10-28,657,921134,10:00:00,6,28,80;196;262;369;523;702;894;987;1161;1414;1547;1669;1856;2092;2160;2281;2358;2439;2623;2776;2859;2979;3085
10-31,952,900784,8:00:00,27,33,54;230;341;419;566;714;832
10-25,869,903452,15:00:00,26,42,130;213;515;578;653;760;887;1051;1209;1372;1473;1597;1720;1794;1872;2016;2104
10-29,47,906230,16:00:00,40,51,112;231;364;611;744;867;1188;1387;1551;1645;1786;1884
10-27,594,904954,17:00:00,3,27,40;107;182;264;360;442;611;675;811;903;984;1088;1167;1249;1311;1392;1467;1604;1656;1744;1795;1940;2016;2143;2287
10-31,20,903364,12:00:00,27,31,8;94;130;184;278
10-29,746,905362,16:00:00,7,13,0;281;428;590;808;1119;1281
10-26,459,905413,7:00:00,3,22,1126;1218;1314;1437;1519;1578;1668;1782;1936;2007;2083;2176;2389;2540;2892;3006;3293;3406;3769;3849
10-28,707,905915,8:00:00,18,24,70;134;176;237;283;323;374
10-30,48,962346,10:00:00,44,48,176;318;420;567;669
10-26,691,942163,7:00:00,8,14,29;101;242;428;474;573;652
10-29,539,904105,16:00:00,12,18,38;132;193;231;328;376;464
10-25,574,901164,13:00:00,20,25,133;402;535;1004;1301;1562
10-25,610,906381,7:00:00,14,35,35;172;396;574;690;834;1039;1195;1278;1440;1575;1761;1840;1907;2070;2144;2241;2474;2547;2711;2809;2871
10-26,911,907292,7:00:00,28,32,105;272;343;478;585
10-31,841,900867,12:00:00,25,42,21;112;221;445;549;673;762;880;985;1058;1178;1272;1413;1566;1655;1711;1815;1960
10-25,682,906126,17:00:00,21,30,0;261;328;407;492;668;829;939;1027;1105
10-29,634,912366,14:00:00,15,34,68;181;293;427;568;658;866;997;1115;1235;1385;1509;1656;1758;1860;1956;2018;2176;2245;2316
10-27,8,906927,21:00:00,13,18,74;229;307;358;435;527
10-26,911,903273,17:00:00,13,32,65;321;446;682;884;1093;1279;1509;1788;1920;2075;2244;2469;2650;2770;2948;3128;3216;3368;3488
10-26,3,932510,9:00:00,14,25,0;176;360;499;659;820;977;1138;1315;1400;1539;1638
10-27,869,904365,17:00:00,32,42,1;175;349;529;638;771;903;986;1075;1231;1326
10-28,641,904353,22:00:00,35,43,50;93;188;397;511;616;785;853;958
10-31,910,905549,18:00:00,4,18,54;146;305;442;520;683;902;1063;1294;1467;1552;1649;1719;1790;1855
10-25,847,906675,17:00:00,43,47,85;327;396;494;602
10-26,61102,906374,19:00:00,33,49,55;153;274;409;548;695;837;1027;1196;1368;1583;1789;1903;2206;2301;2445;2538
10-29,862,932608,20:00:00,21,30,106;360;378;466;643;832;895;1102;1151;1198
10-29,871,906828,22:00:00,34,40,67;154;254;352;410;510;566
10-29,96,907059,22:00:00,35,44,69;108;139;182;243;282;366;453;640;729
10-26,836,905211,17:00:00,22,35,126;266;347;489;592;719;840;962;1110;1259;1357;1484;1731;1886
10-29,186,906492,8:00:00,33,44,85;174;238;335;608;748;918;1079;1298;1547;1661;2016
10-31,304,904221,16:00:00,12,16,65;202;270;371;443
10-25,645,901872,9:00:00,11,28,23;117;213;352;461;543;677;873;1042;1144;1252;1432;1551;1768;1886;2057;2130;2381
10-29,619,904717,16:00:00,29,43,51;169;339;502;559;643;757;996;1133;1270;1408;1498;1643;1725;1800
10-27,878,905857,7:00:00,3,25,25;185;266;334;453;593;751;989;1123;1307;1399;1487;1605;1785;1914;2001;2149;2412;2523;2611;2821;3009;3232
10-26,695,900106,21:00:00,17,21,26;112;187;277;326
10-29,4013,904586,14:00:00,22,26,72;129;221;308;520
10-31,679,906447,20:00:00,11,29,42;147;237;307;394;511;582;752;826;958;1072;1222;1298;1503;1632;1775;1837;1927;2008
10-25,9,921488,19:00:00,14,25,68;195;276;376;514;622;728;917;1072;1141;1235;1426
10-27,645,901867,11:00:00,10,30,12;186;282;363;510;631;732;851;933;1063;1171;1254;1359;1442;1601;1734;1815;1873;2014;2160;2221
10-30,912,902430,20:00:00,23,35,45;220;269;440;545;747;917;1021;1072;1464;1532;1593;1674
10-25,659,905939,15:00:00,12,32,122;295;677;818;965;1171;1428;1576;1712;1853;1995;2116;2272;2499;2700;2801;2914;3125;3300;3381;3478
10-30,766,902049,10:00:00,9,14,10;103;197;453;694;818
10-25,751,942258,9:00:00,8,25,44;197;381;1215;1575;1667;1751;1834;1934;2016;2100;2184;2275;2366;2416;2480;2695;2748
10-26,7052,903556,19:00:00,47,52,104;191;265;346;489;619
10-25,952,906246,17:00:00,27,33,100;273;373;456;622;789;922
10-28,203,905785,8:00:00,7,23,85;207;336;405;500;669;752;861;963;1032;1139;1232;1319;1394;1490;1547;1606
10-26,912,904362,13:00:00,10,31,7;107;245;447;689;793;930;1070;1268;1467;1651;1843;1906;2060;2244;2300;2477;2595;2817;2998;3112;3171
10-27,908,900916,17:00:00,18,39,67;294;558;722;901;1000;1102;1297;1406;1498;1708;1864;1972;2127;2282;2375;2481;2629;2829;2987;3122;3224
10-28,672,902504,18:00:00,14,37,25;97;179;346;398;501;568;634;740;805;932;997;1139;1205;1346;1417;1525;1716;1818;1880;2081;2248;2310;2465
10-26,653,900184,13:00:00,20,39,67;180;268;347;427;546;627;791;865;985;1068;1184;1240;1339;1427;1471;1532;1592;1651;1779
10-30,679,906464,10:00:00,29,35,92;198;307;406;650;770;843
10-25,668,900877,11:00:00,37,41,108;199;417;504;579
10-30,641,902646,12:00:00,28,43,25;243;394;445;531;671;825;873;918;1021;1239;1358;1458;1648;1712;1813
10-29,5,912314,20:00:00,9,13,110;172;381;613;712
10-26,657,921144,17:00:00,31,46,88;246;462;598;788;915;1097;1298;1486;1565;1659;1794;1978;2162;2453;2515
10-26,37,912352,19:00:00,20,31,142;248;392;495;580;654;769;892;999;1130;1200;1284
10-26,655,906101,11:00:00,11,33,49;124;248;425;498;543;661;738;795;862;940;1113;1199;1248;1338;1410;1502;1614;1702;1791;1930;2068;2147
10-27,711,906948,7:00:00,18,43,56;176;250;412;470;529;714;805;875;1003;1175;1254;1353;1475;1547;1675;1817;1971;2150;2236;2312;2441;2530;2651;2771;2982
10-25,804,911515,11:00:00,9,25,53;267;514;646;741;840;987;1068;1256;1397;1622;1726;1959;2208;2336;2509;2590
10-25,760,900996,7:00:00,15,27,67;155;287;384;547;627;745;1006;1183;1308;1518;1823;1962
10-31,878,905868,12:00:00,35,43,71;204;308;360;446;509;575;733;804
10-29,752,907009,8:00:00,3,19,61;233;692;1062;1702;1833;1938;2056;2243;2416;2650;2867;2957;3011;3105;3181;3326
10-30,652,903891,10:00:00,74,84,0;80;149;280;360;428;533;592;899;1071;1217
10-25,879,904358,17:00:00,14,37,86;339;473;705;907;1103;1198;1404;1526;1613;1754;1839;1904;2035;2129;2294;2456;2645;2731;2816;3032;3135;3279;3393
10-27,4013,907238,7:00:00,6,28,41;123;254;370;481;560;653;742;884;984;1095;1179;1288;1396;1532;1665;1818;1913;2044;2226;2319;2399;2534
10-26,304,922513,21:00:00,3,16,94;202;253;316;400;468;553;652;700;761;830;869;930;1002
10-29,93,903949,20:00:00,16,22,1;103;215;321;547;692;919
10-31,655,906101,12:00:00,26,33,24;111;218;301;384;519;654;731
10-26,606,900499,7:00:00,25,39,160;341;583;834;1005;1149;1366;1636;1805;1945;2096;2274;2472;2632;2718
10-30,862,901096,18:00:00,22,32,44;191;324;445;552;794;885;986;1218;1464;1563
10-31,878,901103,18:00:00,17,39,7;78;216;465;563;637;828;997;1205;1416;1549;1641;1790;2002;2208;2345;2483;2564;2682;2831;2957;3022;3119
10-28,693,907414,8:00:00,9,35,60;188;500;593;717;843;1039;1164;1256;1430;1549;1704;1784;1878;1947;2019;2159;2240;2324;2389;2485;2537;2593;2650;2713;2902;2997
10-25,642,903018,13:00:00,12,40,27;72;117;231;405;587;655;953;1122;1210;1288;1453;1616;1679;1784;1903;1994;2175;2275;2463;2759;2817;2969;3089;3227;3312;3459;3526;3622
10-29,634,906407,12:00:00,11,34,85;153;274;370;478;590;699;828;963;1050;1256;1383;1497;1614;1761;1880;2022;2118;2215;2304;2359;2506;2569;2634
10-28,686,905998,20:00:00,55,61,41;109;222;308;543;638;704
10-30,675,905239,10:00:00,19,39,0;284;345;440;616;803;873;1124;1268;1379;1475;1581;1822;1951;2096;2361;2426;2569;2676;2789;2888
10-30,845,907305,14:00:00,11,20,58;263;312;417;611;817;888;975;1095;1247
10-30,963,903518,8:00:00,15,35,0;106;248;457;721;893;1038;1175;1296;1394;1575;1790;1950;2053;2179;2442;2596;2673;2735;2847;2929
10-29,3,932531,18:00:00,18,25,26;180;340;509;686;773;916;1025
10-28,608,903870,10:00:00,34,48,72;290;498;580;736;899;1020;1190;1310;1418;1501;1580;1673;1742;1838
10-28,673,900231,20:00:00,35,42,75;197;350;455;546;646;735;833
10-30,4205,904940,18:00:00,11,28,0;41;146;246;292;430;512;648;736;1332;1438;1805;1980;2157;2268;2435;2484;2663
10-28,869,903460,18:00:00,33,42,104;240;316;365;462;554;613;678;757;867
10-27,220,901345,15:00:00,16,22,55;144;255;353;405;448;503
10-29,22,912231,22:00:00,4,29,28;67;160;346;457;529;582;713;745;842;975;1107;1247;1298;1333;1434;1577;1707;1809;1864;2075;2147;2266;2389;2450;2513
10-31,705,907380,8:00:00,12,21,15;88;185;270;352;435;503;589;722;841
10-25,952,906247,17:00:00,12,30,145;292;576;762;981;1295;1414;1518;1640;1849;1978;2245;2392;2560;2744;2925;3127;3260;3379
10-25,830,907148,19:00:00,21,26,95;187;248;304;451;560
10-28,12,903035,16:00:00,18,28,56;269;394;525;588;649;706;859;1026;1116;1185
10-25,602,901780,7:00:00,41,46,77;160;246;323;390;512
10-26,879,904360,7:00:00,4,26,57;309;608;891;993;1119;1321;1545;1688;1868;2015;2263;2398;2620;2810;2994;3080;3271;3404;3497;3644;3736;3809
